Date,Title,Source.Name,ID,predicted_related,Sellers,Buyers,Brokers,Surgery,group
2004-01-15T00:00:00Z,Ex- Israeli army officer arrested in Brazil charged with illegal organ trafficking,Agence France Presse - English,4459,1,Israel,Israel,Israel,South Africa,244
2004-01-23T00:00:00Z,S. Africa arrests more suspects in kidney trafficking scheme,Reuters Health Medical News,4473,1,Israel,Israel,Israel,South Africa,245
2004-02-23T00:00:00Z,BRAZIL : POOR SELL ORGANS TO TRANS-ATLANTIC TRAFFICKING RING,Inter Press Service,4900,1,Brazil,Israel,Israel,South Africa,255
2004-02-29T00:00:00Z,"At least 30 Brazilians sold kidneys, price got cheaper as supply increased, panel told.",RDS Business & Industry Database,5258,1,Brazil,Israel,Israel,South Africa,258
2004-05-23T00:00:00Z,Tracking the Sale of a Kidney On a Path of Poverty and Hope,The New York Times,6294,1,"Brazil, Iran, Israel, Romania","Iran, Israel, Romania, United States","Iran, Israel, Romania",Brazil,265
2004-08-04T00:00:00Z,Pakistan 's lucrative kidney trade,CNN.com,7413,1,Pakistan,Pakistan,Pakistan,Pakistan,276
2004-09-11T00:00:00Z,Indian organ gang sells 50 kidneys,dpa international (Englischer Dienst),7822,1,India,India,India,India,278
2005-01-25T00:00:00Z,Kerala Police probe kidney sale,HT Syndication,10072,1,India,India,India,India,290
2005-12-11T00:00:00Z,UK kidney patients head for China: Britons are being targeted by an internet company offering the organs of dead prinsoners in a trade condemned as 'disgusting' by surgeons,The Observer (London),18022,1,"China, India, Iraq, Lebanon","Australia, Britain, Indonesia, Saudi Arabia, UK, Vietnam","China, India, Iraq","Australia, China, India, Iraq",313
2005-12-20T00:00:00Z,China selling executed inmates' organs,UPI (United Press International),18049,1,China,"Britain, United Kingdom",China,China,317
2006-01-07T00:00:00Z,Bulgaria busts black market for kidneys,Agence France Presse - English,18391,1,"Chechnya, Georgia, Israel, Moldova, Russia",Israel,Israel,Bulgaria,320
2006-01-29T00:00:00Z,Pakistan to enact law to curb illegal kidney trade,dpa international (Englischer Dienst),19986,1,Pakistan,India,Pakistan,Pakistan,321
2006-03-22T00:00:00Z,China's human organ industry to the rescue of despairing Japanese,The Irish Times,21412,1,"China, Egypt, Japan","Japan, Saudi Arabia","Egypt, Japan",China,325
2006-04-19T00:00:00Z,Nigeria Human Organs Racketeering,Africa News,22546,1,Egypt,Egypt,Egypt,Egypt,328
2006-05-15T00:00:00Z,Buying organs is wrong,Windsor Star,23826,1,Pakistan,Canada,Canada,Pakistan,330
2006-08-06T00:00:00Z,State determined to nail freed kidney-trade accused,Sunday Times (South Africa),25640,1,Israel,Israel,Israel,"Israel, South Africa",334
2006-10-01T00:00:00Z,Purchased kidney may have been used in transplant at Ehime hospital,Japan Economic Newswire,28100,1,Japan,Japan,Japan,Japan,336
2007-01-14T00:00:00Z,Indian state probes sale of organs by tsunami victims: report,Agence France Presse - English,1645,1,India,India,India,India,349
2007-02-27T00:00:00Z,Kidney 'is sold for a tractor',The Evening Standard (London),2964,1,"India, Pakistan","India, Pakistan","India, Pakistan","India, Pakistan",366
2007-05-03T00:00:00Z,Israel Transplant Society regrets surgeon's arrest in Turkey for alleged organ sales,The Jerusalem Post,5132,1,Israel,Turkey,Turkey,Turkey,371
2007-05-20T00:00:00Z,Scots fuel &pound,The Sunday Times (London),5480,1,Pakistan,"Pakistan, Scotland",Pakistan,Pakistan,378
2007-05-27T00:00:00Z,Business is brisk at 'kidney bazaar' INDIATsunami survivors lured into becoming donors for Tamil Nadu 's illegal transplant racket INDIA,The Toronto Star,5750,1,"India, Pakistan",India,"India, Pakistan","India, Pakistan",382
2007-05-27T00:00:00Z,DOCS HELD IN KIDNEY TRADE RAIDS,Daily Record and Sunday Mail,5752,1,Pakistan,Scotland,Pakistan,Pakistan,384
2007-05-27T00:00:00Z,POLICE SWOOP OVER STOLEN KIDNEY SCAM MERRCURY REPORTER,Sunday Mercury,5754,1,Pakistan,Pakistan,Pakistan,Pakistan,388
2007-07-23T00:00:00Z,Israeli police arrest nine citizens suspected of trafficking in organs,Associated Press International,6803,1,Ukraine,Israel,"Israel, Ukraine","Israel, Ukraine",398
2007-07-25T00:00:00Z,Organ transplant ring,"The Advertiser/Sunday Mail (Adelaide, South Australia)",6809,1,"Israel, Ukraine",Israel,Ukraine,Ukraine,400
2007-10-02T00:00:00Z,PAKISTAN : ORGAN PEDDLERS PREY ON POOR NEIGHBORHOODS,Inter Press Service,8153,1,"Pakistan, Scotland",Scotland,"Pakistan, Scotland","Britain, Pakistan",427
2007-10-12T00:00:00Z,Ukraine police arrest Israeli in black market kidney case,dpa international (Englischer Dienst),8505,1,Israel,Israel,Israel,Ukraine,430
2007-10-18T00:00:00Z,Kidney donor case to continue,The Mercury (South Africa),8521,1,Canada,"Brazil, Canada, Germany, Israel",Canada,Canada,435
2007-11-14T00:00:00Z,"It's no holiday; Companies try to make medical tourism seem like purchasing any other consumer item, but consumers should know how kidneys are bought and sold",Ottawa Citizen,9193,1,Philippines,Canada,Philippines,Philippines,440
2007-12-03T00:00:00Z,"Transplant tourist flew 7,000 miles hoping for a pounds 40,000 kidney",The Western Mail,9543,1,Philippines,Philippines,Philippines,Philippines,441
2007-12-11T00:00:00Z,FOCUS: Philippine surfing paradise becomes goldmine for organ peddlers,Japan Economic Newswire,9846,1,Philippines,Philippines,Philippines,Philippines,444
2008-01-09T00:00:00Z,Tamil Nadu villagers sell organs to survive acute poverty,Hindustan Times,10515,1,India,India,India,India,446
2008-01-12T00:00:00Z,Egyptian woman says husband sold her kidney,Agence France Presse - English,10518,1,Egypt,Egypt,Egypt,Egypt,448
2008-01-25T00:00:00Z,"In Gurgaon, about 500 kidneys sold illegally in six years",HT Syndication,10534,1,"Britain, Greece","Britain, Greece",Greece,India,449
2008-01-31T00:00:00Z,Time for healthy S'poreans to come forward and donate kidneys,The Straits Times (Singapore),11298,1,India,Singapore,Singapore,India,455
2008-02-08T00:00:00Z,Hotel slip-up reportedly snares kidney 'kingpin',The Toronto Star,11619,1,"Canada, India","Canada, Greece, India, Turkey","Canada, India",India,456
2008-02-09T00:00:00Z,"Alleged chief of kidney scam nabbed in Nepal Nepali police arrest a key suspect in Indian organ sale case, hunt still on for his brother",The Straits Times (Singapore),11631,1,"Canada, India","Canada, India","Canada, India",India,459
2008-02-10T00:00:00Z,DOC HORRORS GARDAI IN HUNT FOR SURGEONS OVER EUR15M ILLEGAL TRANSPLANT SCAM,Daily Mirror,11638,1,India,"Canada, Greece, India, Ireland, Turkey","Canada, India",India,460
2008-02-19T00:00:00Z,'Dr. Horror's' brother in custody Kidney harvesting suspect said to have helped with surgeries,The Toronto Star,11915,1,"Canada, India","Britain, Canada, Greece, Turkey, United States","Canada, India",India,484
2008-03-21T00:00:00Z,Prof Rizvi decries violation of anti-organ trade law,Pakistan Press International,12531,1,"Iran, Kuwait","Iran, Kuwait","Iran, Kuwait","Iran, Pakistan",486
2008-05-21T00:00:00Z,CAPITAL VIEW Human organ trafficking,BusinessWorld,13847,1,Philippines,Israel,Philippines,Philippines,499
2008-06-05T00:00:00Z,Nepali gang sold women to brothels after selling their kidneys,HT Syndication,14200,1,India,India,India,India,500
2008-06-28T00:00:00Z,ROUTINE CHECK EXPOSES KIDNEY RACKET IN MP,UNI (United News of India),14948,1,India,India,India,India,509
2008-06-30T00:00:00Z,Greek woman jailed over Indian organ trade scandal,Agence France Presse - English,14956,1,India,Greece,India,India,513
2008-08-04T00:00:00Z,Not a cent paid for their home She was unaware that hubby had sold his kidney and is still struggling to clear the mortgage payments,The Straits Times (Singapore),16013,1,Indonesia,Singapore,Indonesia,Singapore,538
2008-09-03T00:00:00Z,"RETAIL MAGNATE JAILED,FINED $17000 FOR BUYING KIDNEY FROM INDONESIAN",UNI (United News of India),16661,1,"Indonesia, Singapore","Indonesia, Singapore","Indonesia, Singapore",Singapore,554
2008-09-21T00:00:00Z,EIGHT NABBED FOR INVOLVEMENT IN INTER-STATE KIDNEY RACKET,UNI (United News of India),17365,1,India,Bihar,India,Bihar,565
2008-09-29T00:00:00Z,Kidney trafficking probe continues,Daily News (South Africa),17628,1,Brazil,Brazil,Brazil,Brazil,566
2008-11-01T00:00:00Z,TWO BOOKED FOR FORCING DEBT-STRAPPED YOUTH TO SELL HIS KIDNEY,HT Syndication,18586,1,India,India,India,India,577
2008-11-19T00:00:00Z,Kidney-for-sale middleman starts 14-month jail term after appeal dismissed,Channel NewsAsia,19061,1,"Indonesia, Singapore",Indonesia,Singapore,Singapore,587
2008-11-28T00:00:00Z,Kidney trafficking case reopened,Daily News (South Africa),19076,1,"Brazil, Israel","Brazil, Israel",Israel,South Africa,588
2009-03-18T00:00:00Z,Egypt pressured to end underground organ trade,Associated Press International,20698,1,Egypt,Saudi Arabia,Egypt,Egypt,603
2009-05-01T00:00:00Z,"I BOUGHT A KIDNEY FROM A POOR AND DESPERATE MUM.. EXCLUSIVE. IT'S ILLEGAL ACROSS MOST OF THE WORLD BUT IN SOME COUNTRIES YOU CAN STILL PAY FOR ORGANS. HERE, ONE WOMAN EXPLAINS WHY SHE MADE THE CONTROVERSIAL DECISION TO BUY SOMEONE'S KIDNEY.",Daily Mirror,21965,1,Pakistan,Pakistan,Pakistan,Pakistan,610
2009-06-15T00:00:00Z,"Transplantation of Human Organs and Tissues Ordinance, 2007 not the ultimate solution: Illegal kidney 'donation' trade goes on",Daily Times (PK),22352,1,Pakistan,Pakistan,Pakistan,Pakistan,617
2009-07-25T00:00:00Z,Organ 'matchmaker'?,The Bismarck Tribune,23510,1,Israel,"Israel, United States","Israel, United States","China, India, Israel, United States",640
2009-08-03T00:00:00Z,EDITORIAL: Pay organ donors to ease shortage,The Lima News (Ohio),24228,1,Israel,Israel,Israel,Israel,652
2009-08-13T00:00:00Z,Illegal kidney trade: Andhra engineer arrested in Nadiad,Indian Express,24253,1,"Iran, Israel","India, Iran, Israel, Singapore","Israel, Singapore","India, Israel, Singapore",657
2009-08-23T00:00:00Z,"MAN SAYS HE GOT $20,000 IN N.Y. FOR SELLING KIDNEY",Pittsburgh Post-Gazette,24575,1,Israel,Israel,Israel,United States,659
2009-09-03T00:00:00Z,"EGYPT : CAIRO ORGAN TRADE RING BUSTED, 3 SURGEONS ARRESTED",ANSAmed - English,24905,1,"China, Saudi Arabia","China, Saudi Arabia",China,Egypt,668
2009-10-22T00:00:00Z,ISRAELI SURGEON EXTRADITED TO ISRAEL OVER ORGAN TRAFFICKING CHARGES,IPR Strategic Business Information Database,25604,1,Israel,Israel,Israel,Ukraine,682
2009-11-15T00:00:00Z,Why would you sell your heart?,The Financial Express,25767,1,Iran,Iran,Iran,Iran,692
2009-12-31T00:00:00Z,UAE : Egypt debates new law to halt organ trade,Right Vision News,25984,1,"Bangladesh, Egypt","America, Bangladesh, China, India",India,"Egypt, India",704
2010-02-05T00:00:00Z,Kidney used in deadly transplant in Peru obtained from poor donor PERU -TRANSPLANTS,EFE Newswire - Americas in Focus,26060,1,Peru,Mexico,Mexico,Peru,709
2010-03-02T00:00:00Z,FED: Australians involved in dealings with Dr Horror,AAP Newsfeed,26125,1,India,Australia,India,India,715
2010-03-03T00:00:00Z,Life and death incisions: kidney trade comes at a high price for both sides,Sydney Morning Herald (Australia),26126,1,Iraq,Australia,Iraq,"Baghdad, Iraq",716
2010-03-03T00:00:00Z,ILLEGAL CLINICS Indian organs sold off here,"The Advertiser/Sunday Mail (Adelaide, South Australia)",26128,1,India,Australia,India,India,718
2010-06-02T00:00:00Z,KDC slaps jail terms for human traffickers,Himalayan Times,26387,1,India,India,India,India,736
2010-06-25T00:00:00Z,Yemeni arrested for organ trafficking,Agence France Presse - English,26438,1,Egypt,Egypt,Egypt,Egypt,739
2010-07-18T00:00:00Z,Nagpur man in cop net for selling Delhi youth's kidney,Mail Today,26480,1,India,India,India,India,740
2010-08-12T00:00:00Z,Azerbaijan implicated in the scandal with gang of illegal transplant surgeons from Ukraine,ARMINFO News Agency,26522,1,"Azerbaijan, Israel, Ukraine",Israel,Israel,Azerbaijan,742
2010-09-16T00:00:00Z,Netcare charged with illegal transplants,Cape Times (South Africa),26585,1,"Brazil, Canada, Israel, Romania, South Africa","Brazil, Canada, Israel, Romania","Brazil, Canada, Israel","Brazil, South Africa",753
2010-10-23T00:00:00Z,Gift of life,The Express Tribune,26761,1,Oman,Oman,Oman,Pakistan,764
2010-11-02T00:00:00Z,KIDNEY SOLD FOR LAND,States News Service,26786,1,Cambodia,India,India,India,765
2010-11-09T00:00:00Z,African hospital pleads guilty in organ trafficking case,Reuters Health Medical News,26803,1,"Brazil, Israel, Romania, South Africa","Canada, Germany, Israel, South Africa, Turkey","Israel, Romania, South Africa, Turkey","Kosovo, South Africa",771
2010-11-24T00:00:00Z,Roundup: Organ trafficking syndicate found in South Africa by Amy Jephta,Xinhua General News Service,26865,1,Israel,Israel,Israel,South Africa,788
2011-05-07T00:00:00Z,CHINA: BLACKMARKET FOR HUMAN ORGANS AIDED BY INTERNET,Inter Press Service,27331,1,"China, Egypt, Peru, Philippines","China, Egypt, Peru, Philippines, United States","China, Egypt, Peru, Philippines","China, Egypt, Peru, Philippines",853
2011-06-02T00:00:00Z,"Chinese teen sells kidney for 2,000 pounds to buy iPad 2",Asian News International (ANI),27404,1,China,China,China,"China, India",857
2011-06-05T00:00:00Z,crazy world,Sunday Mercury,27488,1,China,China,China,China,858
2011-06-13T00:00:00Z,Yuan a Kidney?,Slate Magazine,27506,1,China,China,China,China,863
2011-06-18T00:00:00Z,Boy sold kidney to buy iPad,Weekly Cutting Edge,27518,1,China,China,China,China,864
2011-06-30T00:00:00Z,RPF nabs two on charges of selling human organs,UNI (United News of India),27556,1,India,India,India,India,879
2011-07-06T00:00:00Z,A country that is a virtual shop,Columnists India/Pak,27571,1,"Indonesia, Pakistan","Indonesia, Qatar, Saudi Arabia","Indonesia, Pakistan",Pakistan,892
2011-07-28T00:00:00Z,Police investigate first case of organ trafficking EXCLUSIVE,Sydney Morning Herald (Australia),27627,1,Philippines,Philippines,Philippines,"Australia, Philippines",908
2011-08-10T00:00:00Z,Vietnam charges 4 for alleged kidney trafficking,Associated Press Online,27685,1,"China, Vietnam",China,China,China,915
2011-08-21T00:00:00Z,A country that is a virtual shop,Sunday Times (Islamabad),27727,1,Pakistan,Indonesia,"Indonesia, Pakistan",Pakistan,927
2011-09-16T00:00:00Z,Two more suspects arrested,Bangladesh Government News,27796,1,Bangladesh,"Bangladesh, India, Indonesia, Malaysia",Bangladesh,"Bangladesh, India",932
2011-10-27T00:00:00Z,NYC man pleads guilty to brokering kidney,Associated Press State & Local,27955,1,"Bangladesh, China, India, Israel, United States","Israel, United States","Bangladesh, China, India, Israel, United States","Bangladesh, China, India, Israel",996
2011-12-02T00:00:00Z,The body bazaar,EKantipur.com,28063,1,India,"Brazil, China, India, Iran",India,India,1009
2012-01-22T00:00:00Z,'Dr. Vulture's' kidney factory North York man who bought an organ abroad is key witness in transplant sale trial in Kosovo,The Toronto Star,28197,1,Japan,Japan,Japan,"Japan, Turkey",1018
2012-03-02T00:00:00Z,'Kidney gang' charged over illegal trade,thetimes.co.uk,28341,1,China,China,China,China,1031
2012-03-10T00:00:00Z,The kidney job,Daily Times,28370,1,Pakistan,Pakistan,Pakistan,Pakistan,1035
2012-03-27T00:00:00Z,Illegal trade in human kidneys flourishing,Shanghai Daily (Benchmark),28424,1,China,China,China,China,1043
2012-04-09T00:00:00Z,Chinese Teen Sells Kidney For An iPad,Newstex Blogs,28548,1,China,China,China,China,1047
2012-04-10T00:00:00Z,The noxious weed,Pakistan Today,28557,1,China,China,China,China,1054
2012-04-13T00:00:00Z,"Chinese Teen Sells Kidney For iPhone, iPad",Techtree.com,28574,1,China,China,China,China,1059
2012-04-21T00:00:00Z,On sale: Human organs!,Kashmir Times (india),28600,1,"China, India, Pakistan","China, India, Pakistan","China, India, Pakistan","China, Pakistan",1060
2012-05-07T00:00:00Z,"China organ rings raided, 20 rescued",UPI (United Press International),28653,1,Indonesia,Indonesia,Indonesia,Indonesia,1068
2012-05-08T00:00:00Z,Shanghai Municipal Government: 20 Rescued in Transplant Raids,China Business News,28656,1,"China, India, Indonesia","China, Indonesia","China, Indonesia","China, India, Indonesia",1074
2012-05-28T00:00:00Z,ILLEGAL KIDNEY TRADE 'BOOMING',States News Service,28773,1,"China, India, Pakistan","China, India, Israel, Pakistan","China, India, Israel, Pakistan","China, India, Israel, Pakistan",1129
2012-06-01T00:00:00Z,Guardian Weekly: Poor Iranians compete to sell their kidneys: It is the only country where the organ trade is legal and flourishing,The Guardian Weekly,28812,1,"Bulgaria, Iran",Iran,"Bulgaria, China, India, Iran, Pakistan",Iran,1145
2012-06-29T00:00:00Z,Black Market for Body Parts Spreads Among the Poor in Europe,The New York Times,28948,1,Serbia,"Germany, India",Serbia,"India, Serbia",1146
2012-07-23T00:00:00Z,Cash for kidneys: Pakistan s flourishing trade in illegal transplants,Newstex Blogs,29029,1,Oman,Oman,Oman,Pakistan,1183
2012-08-11T00:00:00Z,Chinese student sold kidney to buy iPad World Bulletin,The Daily Telegraph (London),29130,1,China,China,China,China,1191
2012-11-10T00:00:00Z,"Man sells girlfriend's kidney, lands in jail",New India Express,124,1,India,India,India,India,1199
2012-11-13T00:00:00Z,She sold her kidney to protect son,The Times of India (TOI),135,1,India,India,India,India,1202
2012-11-17T00:00:00Z,"A house of canards to sell kidneys DNA visits the house in Bangalore shown as the residence of a kidney donor, to find that police verification of the donor's residence and relationship with a kidney recipient can be a farce",DNA,162,1,India,India,India,India,1218
2012-11-27T00:00:00Z,EU focuses on SA organ trafficking Kidney scandal first for research,Pretoria News (South Africa)/Pretoria News Weekend (South Africa),207,1,"Brazil, Israel",Israel,Sweden,South Africa,1222
2012-11-29T00:00:00Z,9 convicted in illegal kidney transplant,China Daily European Edition,219,1,"Anhui, China",China,China,China,1223
2012-12-03T00:00:00Z,Surgeon and six men jailed in 'kidney-for-iPad' case after teenager sells organs to buy Apple gadgets,MailOnline,246,1,"China, India","China, India","China, India","China, India",1236
2012-12-13T00:00:00Z,Fifteen accused of trading human organs,China Daily European Edition,290,1,China,China,China,China,1239
2013-01-05T00:00:00Z,Ramnagara police bust kidney transplantation racket: 7 held,UNI (United News of India),467,1,India,India,India,India,1243
2013-02-15T00:00:00Z,SHRC seeks report on Guntur kidney trade,The Times of India (TOI),729,1,India,India,India,India,1248
2013-03-10T00:00:00Z,A grim tale of economic woes,The New Nation (Bangladesh),824,1,Bangladesh,United States,Bangladesh,Bangladesh,1259
2013-04-07T00:00:00Z,Two kidney racketeers arrested,My Republica,1078,1,India,India,India,India,1268
2013-04-20T00:00:00Z,"'Would you sell your organs?' Organ-trafficking trial sheds light on sordid, dangerous business",The Toronto Star,1133,1,"Israel, Poland, Russia, Turkey","Canada, France, Turkey, US","France, Germany, Israel, Russia, Turkey, US","Canada, Turkey",1269
2013-04-29T00:00:00Z,Kosovo : 3 get jail time in organ trafficking case,The Associated Press,1172,1,"Canada, Germany, Israel, Serbia, Turkey","Canada, Germany, Israel, Poland",Israel,Kosovo,1278
2013-04-30T00:00:00Z,Organ gang behind illegal transplants,The Herald (Glasgow),1186,1,"Canada, Germany, Israel, Kazakhstan, Kosovo, Poland, Russia, Turkey, Ukraine","Canada, Germany, Israel, Poland, United States","Canada, Germany, Israel, Soviet Union, Turkey, United States","Canada, Israel, Kosovo, Poland",1281
2013-06-15T00:00:00Z,Kidney racket case: CB-CID probe likely,New India Express,1527,1,India,India,India,India,1302
2013-07-11T00:00:00Z,Chennai man arrested in illegal kidney racket,New India Express,1668,1,India,India,India,India,1308
2013-07-18T00:00:00Z,???Cadaver laws,Newstex Blogs,1704,1,Netherlands,Netherlands,Netherlands,Netherlands,1313
2013-08-02T00:00:00Z,India 's great organ bazaar,Times of India (Electronic Edition),1844,1,India,India,India,India,1319
2013-08-19T00:00:00Z,Police bust kidney-trafficking ring in central China,Philippines News Agency,1916,1,"China, Wuhan",China,China,China,1324
2013-08-28T00:00:00Z,???Elshad Abdullayev declared internationally wanted,Newstex Blogs,1969,1,Israel,"France, Israel, United States",Israel,Azerbaijan,1327
2013-11-12T00:00:00Z,Cash for kidneys offer lures Britons Patients promised illegal transplants at hospital ; Sri Lankan cash for kidney transplant offer lures Britons,The Times (London),2391,1,"India, Sri Lanka","Britain, India, UK","India, Sri Lanka",Sri Lanka,1344
2014-04-23T00:00:00Z,Trafficking ring lured desperate young women to Turkey in body organs-for-cash scheme,The Jerusalem Post,3389,1,Israel,Israel,Israel,Turkey,1371
2014-05-08T00:00:00Z,Racket Not Ruled out in 'Kidney Sale' Case: Cops,New India Express,3451,1,India,"India, Iran",India,India,1379
2014-05-24T00:00:00Z,12 suspects await verdict as trial closes on organ trading case,Newstex Blogs,3519,1,China,China,China,China,1390
2014-05-24T00:00:00Z,One more held in kidney sale case,The Pioneer (India),3523,1,India,India,India,India,1394
2014-06-08T00:00:00Z,"After Cuttack , Bhubaneswar man cries kidney sale",The Times of India (TOI),3614,1,India,India,India,India,1406
2014-06-08T00:00:00Z,Pakistan : CIA Cantt arrest member of kidney seller group,Right Vision News,3617,1,Pakistan,Pakistan,Pakistan,Pakistan,1407
2014-06-10T00:00:00Z,Special team to zero in on kidney racket victims,The Times of India (TOI),3674,1,India,India,India,India,1410
2014-06-25T00:00:00Z,Nepal 's Organ Trail: How traffickers steal kidneys,CNN.com,3780,1,India,India,India,India,1411
2014-07-02T00:00:00Z,Cambodian police arrest two suspects for human organ trafficking,Xinhua General News Service,3812,1,"India, Thailand","India, Thailand","India, Thailand","India, Thailand",1413
2014-07-30T00:00:00Z,"5 Arrested for Illegal Kidney Sale Bid, Kingpin Absconding",New India Express,3958,1,India,India,India,India,1431
2014-08-07T00:00:00Z,How Bengal's poor sell kidneys in other states,The Times of India (TOI),3996,1,India,India,India,India,1441
2014-08-08T00:00:00Z,Gang involved in kidney business arrested,Daily Times (PK),4019,1,Pakistan,Pakistan,Pakistan,Pakistan,1450
2014-08-11T00:00:00Z,Organ trafficking ring allegedly smuggled human kidneys in seafood containers,Newstex Blogs,4109,1,China,China,China,China,1458
2014-08-20T00:00:00Z,ED attached Dr Ganesan assets in Kidney racket case,Bureaucracy Today,4167,1,India,India,India,India,1460
2014-08-22T00:00:00Z,Verdict on China's largest organ trading case,China Daily,4172,1,China,China,China,China,1465
2014-11-21T00:00:00Z,Alleged kidney sellers arrsted before boarding India -bound plane at Karachi airport,The News Tribe,4681,1,India,India,India,India,1478
2014-12-16T00:00:00Z,Haryana Information Commission brings Gurgaon's Medanta Medicity and Artemis Hospital under RTI purview,Merinews (India),4918,1,India,India,India,India,1483
2014-12-19T00:00:00Z,Black market kidney broker is released from prison,The Associated Press,4935,1,Israel,Israel,Israel,Israel,1485
2015-01-04T00:00:00Z,"Bangladesh organ trade continues unabated, targeting children, the poor",Weekly Cutting Edge,4988,1,India,India,India,"Bangladesh, India",1486
2015-02-17T00:00:00Z,kidney trade busted; doctor and 3 others arrested,Siasat Daily (India),5217,1,"India, Iran, Sri Lanka","India, Iran, Sri Lanka","India, Iran","Iran, Sri Lanka",1487
2015-03-27T00:00:00Z,Three Cambodians convicted in first kidney trafficking case,Agence France Presse - English,5426,1,Cambodia,Thailand,Cambodia,Thailand,1491
2015-05-28T00:00:00Z,Why organ trafficking thrives in India,MINT,5872,1,India,India,India,India,1531
2015-05-29T00:00:00Z,ED to probe kidney sale racket in Cuttack,The Times of India (TOI),5876,1,India,India,India,India,1532
2015-07-11T00:00:00Z,Man Who Bought Kidney from Labourer Held,New India Express,6124,1,India,India,India,India,1537
